Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-11-30,563.27001953125,564.989990234375,552.0,553.6799926757812,546.46533203125,2257400,AVGO
2021-12-01,563.47998046875,568.47998046875,553.3300170898438,554.760009765625,547.53125,2198000,AVGO
2021-12-02,546.0700073242188,559.1099853515625,544.0,552.4500122070312,545.2513427734375,2261900,AVGO
2021-12-03,564.9400024414062,569.0,550.4000244140625,558.1199951171875,550.8474731445312,2030500,AVGO
2021-12-06,564.6500244140625,568.3699951171875,555.9500122070312,564.97998046875,557.6180419921875,2248200,AVGO
2021-12-07,572.0,593.0700073242188,572.0,590.4000244140625,582.7069091796875,2956200,AVGO
2021-12-08,590.9400024414062,590.9400024414062,582.4299926757812,588.5599975585938,580.8908081054688,1799800,AVGO
2021-12-09,582.4500122070312,590.239990234375,582.4500122070312,583.4199829101562,575.8178100585938,2908000,AVGO
2021-12-10,623.97998046875,644.75,618.5900268554688,631.6799926757812,623.448974609375,5708700,AVGO
2021-12-13,634.0,634.4199829101562,621.22998046875,621.6599731445312,613.5595092773438,2689800,AVGO
2021-12-14,617.8400268554688,618.6199951171875,605.6400146484375,614.9099731445312,606.8973999023438,3595600,AVGO
2021-12-15,615.5700073242188,640.8599853515625,610.3400268554688,639.8599853515625,631.5223999023438,2909200,AVGO
2021-12-16,637.3599853515625,640.6599731445312,611.5,620.6799926757812,612.5923461914062,4274800,AVGO
2021-12-17,617.530029296875,639.989990234375,615.0999755859375,634.9600219726562,626.6862182617188,5066100,AVGO
2021-12-20,626.2999877929688,646.0900268554688,625.0900268554688,645.030029296875,636.6250610351562,3277000,AVGO
2021-12-21,648.0999755859375,649.469970703125,633.2999877929688,646.239990234375,641.8993530273438,3653400,AVGO
2021-12-22,643.3200073242188,657.1599731445312,639.260009765625,655.2000122070312,650.7991943359375,2838300,AVGO
2021-12-23,656.1300048828125,670.72998046875,656.1300048828125,664.7999877929688,660.3346557617188,2359600,AVGO
2021-12-27,664.7999877929688,676.2999877929688,664.4600219726562,674.280029296875,669.7510375976562,1944200,AVGO
2021-12-28,677.5499877929688,677.760009765625,667.030029296875,669.0,664.5064697265625,1724700,AVGO
2021-12-29,669.7999877929688,677.0,669.1199951171875,672.6099853515625,668.0922241210938,1479700,AVGO
2021-12-30,673.0999755859375,675.7000122070312,663.8400268554688,665.0800170898438,660.61279296875,1147300,AVGO
2021-12-31,666.969970703125,671.3099975585938,663.27001953125,665.4099731445312,660.9405517578125,1204600,AVGO
2022-01-03,666.3200073242188,671.7000122070312,661.219970703125,663.3200073242188,658.8646240234375,2259100,AVGO
2022-01-04,662.8800048828125,672.1900024414062,657.22998046875,670.9199829101562,666.41357421875,2110300,AVGO
2022-01-05,671.2100219726562,671.2100219726562,642.010009765625,643.0,638.6810913085938,3496100,AVGO
2022-01-06,640.1599731445312,648.6500244140625,634.4299926757812,637.030029296875,632.751220703125,2858100,AVGO
2022-01-07,635.8499755859375,639.9099731445312,618.4600219726562,619.1500244140625,614.9913330078125,2783200,AVGO
2022-01-10,608.8599853515625,622.0399780273438,603.5700073242188,621.1599731445312,616.98779296875,2979300,AVGO
2022-01-11,615.5399780273438,628.0,614.5700073242188,622.0499877929688,617.871826171875,1903700,AVGO
2022-01-12,627.510009765625,630.989990234375,619.739990234375,622.0,617.8221435546875,1880600,AVGO
2022-01-13,627.469970703125,627.8800048828125,594.1500244140625,597.1900024414062,593.1788330078125,3004800,AVGO
2022-01-14,595.780029296875,600.3800048828125,592.0,596.3699951171875,592.3643188476562,2566100,AVGO
2022-01-18,588.3200073242188,591.0399780273438,575.989990234375,577.7899780273438,573.9090576171875,3582500,AVGO
2022-01-19,581.5800170898438,584.72998046875,563.3300170898438,563.969970703125,560.181884765625,2269200,AVGO
2022-01-20,568.0,570.1400146484375,546.77001953125,547.719970703125,544.0410766601562,2522500,AVGO
2022-01-21,546.6400146484375,555.4000244140625,531.3400268554688,533.22998046875,529.6483764648438,3801000,AVGO
2022-01-24,530.8900146484375,543.510009765625,513.4000244140625,541.5800170898438,537.9423217773438,5425600,AVGO
2022-01-25,528.0,545.4000244140625,524.219970703125,534.1400146484375,530.5523071289062,3815800,AVGO
2022-01-26,552.0,574.1699829101562,550.0700073242188,557.1199951171875,553.3779296875,4971500,AVGO
2022-01-27,569.719970703125,570.260009765625,541.030029296875,542.3099975585938,538.6674194335938,3418300,AVGO
2022-01-28,543.3599853515625,560.5,532.3900146484375,560.0999755859375,556.337890625,3025400,AVGO
2022-01-31,559.4000244140625,586.3699951171875,556.0,585.8800048828125,581.9447631835938,4028800,AVGO
2022-02-01,585.8699951171875,593.9000244140625,575.8200073242188,592.719970703125,588.73876953125,2571900,AVGO
2022-02-02,599.0,604.7999877929688,593.6300048828125,603.4299926757812,599.3768920898438,2444300,AVGO
2022-02-03,595.6699829101562,599.02001953125,580.1199951171875,580.8499755859375,576.9485473632812,3060200,AVGO
2022-02-04,576.3800048828125,596.530029296875,576.1400146484375,590.1599731445312,586.1959838867188,2054800,AVGO
2022-02-07,590.1599731445312,601.5800170898438,584.1599731445312,587.6300048828125,583.6830444335938,1867100,AVGO
2022-02-08,588.3800048828125,601.8499755859375,586.989990234375,600.219970703125,596.1884155273438,1457000,AVGO
2022-02-09,607.3499755859375,611.719970703125,601.5599975585938,611.3400268554688,607.2337646484375,2200400,AVGO
2022-02-10,595.2999877929688,614.6400146484375,588.5700073242188,591.3599853515625,587.387939453125,2492000,AVGO
2022-02-11,591.3599853515625,599.760009765625,569.0800170898438,573.4199829101562,569.5684204101562,2728100,AVGO
2022-02-14,575.0,582.8099975585938,570.0700073242188,578.5800170898438,574.69384765625,1929100,AVGO
2022-02-15,589.030029296875,606.0399780273438,588.25,602.77001953125,598.7213134765625,3428400,AVGO
2022-02-16,594.0599975585938,600.8099975585938,587.219970703125,597.2100219726562,593.1986694335938,2293100,AVGO
2022-02-17,589.7000122070312,591.5800170898438,578.8900146484375,579.0,575.1109619140625,2142400,AVGO
2022-02-18,580.9400024414062,587.739990234375,573.280029296875,579.989990234375,576.0942993164062,1970800,AVGO
2022-02-22,579.989990234375,590.2100219726562,569.8099975585938,577.4600219726562,573.5813598632812,2020400,AVGO
2022-02-23,580.22998046875,585.0700073242188,564.739990234375,565.1900024414062,561.3937377929688,2241600,AVGO
2022-02-24,551.5800170898438,585.6900024414062,549.02001953125,580.0,576.104248046875,3531600,AVGO
2022-02-25,579.8300170898438,589.3800048828125,574.0,588.010009765625,584.0604858398438,2238000,AVGO
2022-02-28,581.0,592.2999877929688,576.3800048828125,587.4400024414062,583.4942626953125,2500500,AVGO
